,Title,Instrumentalist,Vocalist,Date,Location,Genre,Music Composer,Lyrics Composer,Year of Composition,Recording Info,File ID
4424,Muriéndome de amor,Orquesta Francisco Rotundo,Enrique Campos,1956-12-05,Buenos Aires,Tango,Manuel Sucher,Carlos Bahr,1956,Pampa 14183 MAI-2014,
4425,Muriéndome de amor,Orquesta José Basso,Floreal Ruiz,1956-10-09,Buenos Aires,Tango,Manuel Sucher,Carlos Bahr,1956,Odeon 52037 21398,
4426,Muriéndome de amor,Orquesta Ricardo Tanturi,Elsa Rivas,1957-02-15,Buenos Aires,Tango,Manuel Sucher,Carlos Bahr,1956,RCA-Victor 68-2513 12H2TB79,
4427,Murmuyos,Orquesta Miguel Caló,Ricardo Blanco,1950-12-18,Buenos Aires,Tango,Froilán Aguilar,Juan Carlos Patrón,,Odeon 55212 17949,
4431,N.N.,Orquesta Osvaldo Pugliese,Instrumental,1947-04-28,Buenos Aires,Tango,Osvaldo Ruggiero,,,Odeon 7691 16421,
4432,N.N.,Orquesta Osvaldo Pugliese,Instrumental,1952-11-13,Buenos Aires,Tango,Osvaldo Ruggiero,,,Odeon 55521 16421/1,264
4433,N.P. (No Placé),Orquesta Ángel Vargas dir: Armando Lacava,Ángel Vargas,1953-06-05,Buenos Aires,Tango,"Juan José Riverol, Francisco Loiacono","Juan José Riverol, Francisco Loiacono",,RCA-Victor 68-0726 SO-1052,
4435,Ña Toribia,,Tita Merello,1930-11-30,Buenos Aires,Ranchera,Udelino Toranzo,Mario Battistella,,RCA-Victor 47560,
4436,Nada,Orquesta Carlos Di Sarli,Alberto Podestá,1944-04-13,Buenos Aires,Tango,José Dames,Horacio Sanguinetti,1944,RCA-Victor 60-0408 79625,
4437,Nada,Orquesta Leopoldo Federico,Julio Sosa,1963-12-20,Buenos Aires,Tango,José Dames,Horacio Sanguinetti,1944,CBS-Columbia 8457 3892,1280
4438,Nada,Orquesta Miguel Caló,Raúl Iriarte,1944-03-09,Buenos Aires,Tango,José Dames,Horacio Sanguinetti,1944,Odeon 8386 13630,
4439,Nada,Orquesta Rodolfo Biagi,Alberto Amor,1944-05-09,Buenos Aires,Tango,José Dames,Horacio Sanguinetti,1944,Odeon 5644 13679,
4443,Nada más,Orquesta Carlos García,Oscar Alonso,1968-10-28,Buenos Aires,Tango,"Juan D'Arienzo, Luis Rubistein","Juan D'Arienzo, Luis Rubistein",1938,Odeon LDS-854,
4444,Nada más,Orquesta Tito Ribero,Hugo Del Carril,1938-07-12,Buenos Aires,Tango,"Juan D'Arienzo, Luis Rubistein","Juan D'Arienzo, Luis Rubistein",1938,RCA-Victor 38525 12393,1503
4445,Nada más mi amor,Orquesta Alfredo De Angelis,Carlos Aguirre,1970-08-06,Buenos Aires,Tango,Roberto Nievas Blanco,Eugenio Majul,,Odeon 858-B 37403,
4446,Nada más que un corazón,Orquesta Aníbal Troilo,Alberto Marino,1944-08-31,Buenos Aires,Tango,Manuel Sucher,Carlos Bahr,1944,RCA-Victor 60-0542 79834,
4447,Nada más que un corazón,Orquesta Osvaldo Pugliese,Roberto Chanel,1944-11-24,Buenos Aires,Tango,Manuel Sucher,Carlos Bahr,1944,Odeon 7669 14241,
4448,Nada más que un corazón,Orquesta Pedro Laurenz,Carlos Bermúdez,1944-10-04,Buenos Aires,Tango,Manuel Sucher,Carlos Bahr,1944,Odeon 7641 14132,
4449,Nadie ha de saber,Orquesta José García,Alfredo Rojas,1945-04-16,Buenos Aires,Tango,Carlos Figari,Gerónimo Sureda,,Odeon 7419 14552,
4451,Nadie quiso más,Orquesta Alfredo De Angelis,Juan Carlos Godoy,1958-11-05,Buenos Aires,Tango,Alfredo De Angelis,José Rótulo,,Odeon 52453-B 23619,
4452,Nadine,Orquesta Miguel Caló,Instrumental,1964-04-07,Buenos Aires,Tango,"Orlando Trípodi, Miguel Caló",,,Odeon DTOA-2097 29959,
4455,Naipe,Orquesta Aníbal Troilo,Alberto Marino,1944-06-27,Buenos Aires,Tango,Aníbal Troilo,Enrique Cadícamo,1944,RCA-Victor 60-0494 79746,
4457,Naipe marcado,,Carlos Gardel,1933-05-13,Buenos Aires,Tango,Ángel Greco,Ángel Greco,,Odeon 18884 7428,6283
4458,Naipe marcado,Orquesta Aníbal Troilo,Instrumental,1970-04-14,Buenos Aires,Tango,Ángel Greco,Ángel Greco,,RCA-Victor AVL-3918 9854,
4459,Naipe marcado,Orquesta Ángel Vargas dir: Armando Lacava,Ángel Vargas,1951-07-05,Buenos Aires,Tango,Ángel Greco,Ángel Greco,,RCA-Victor 63-0116 94284,
4461,Naranjo en flor,Orquesta Aníbal Troilo,Floreal Ruiz,1944-11-23,Buenos Aires,Tango,Virgilio Expósito,Homero Expósito,1944,RCA-Victor 60-0588 79946,650
4462,Naranjo en flor,Orquesta Osvaldo Piro,Roberto Achával,1978-11-06,Buenos Aires,Tango,Virgilio Expósito,Homero Expósito,1944,RCA-Victor AVS-4630,
4463,Naranjo en flor,Orquesta Pedro Laurenz,Jorge Linares,1944-07-18,Buenos Aires,Tango,Virgilio Expósito,Homero Expósito,1944,Odeon 7639 13943,
4466,Ñata linda,Orquesta José Luis Padula,Ángel Vargas,1935-11-04,Buenos Aires,Ranchera,José Luis Padula,Lito Bayardo,,Odeón,
4467,Ñatita,Orquesta Osvaldo Fresedo,Instrumental,1926-11-30,Buenos Aires,Tango,Hermes Peressini,Francisco Ruiz París,,Odeon 5100 82,7667
4468,Náufrago,,Alberto Marino,1954-07-27,Buenos Aires,Vals,"Luis Rubistein, Fidel Pintos","Fidel Pintos, Luis Rubistein",,Emi,6309
4469,Navegante (Vito Dumas),Orquesta Carlos Di Sarli,Roberto Rufino,1943-08-05,Buenos Aires,Tango,Jaime Yanin,José Horacio Staffolani,,RCA-Victor 60-0156 77126,
4471,Necesito olvidar,Orquesta Carlos Di Sarli,Roberto Rufino,1942-07-29,Buenos Aires,Tango,Rodolfo Sciammarella,Manuel Romero,1942,RCA-Victor 39681 69838,
4473,Necesito tu cariño,Orquesta Juan D'Arienzo,Armando Laborde,1953-08-13,Buenos Aires,Tango,"Juan D'Arienzo, Fulvio Salamanca",Carlos Bahr,,RCA-Victor 68-0989 1089,
4474,Negra María,Orquesta Lucio Demare,Juan Carlos Miranda,1941-10-08,Buenos Aires,Milonga,Lucio Demare,Homero Manzi,1941,Odeon 8052 11500,1890
4475,Negracha,Orquesta Osvaldo Pugliese,Instrumental,1948-06-24,Buenos Aires,Tango,Osvaldo Pugliese,,,Odeon 7699 16970,266
4476,Negro,,Instrumental,1926-11-24,Buenos Aires,Tango,Adolfo Mondino,Víctor Soliño,,RCA-Victor 79692 871,
4477,Negro el veinte,Orquesta Lucio Demare,Instrumental,1951-05-09,Buenos Aires,Tango,Luis Petrucelli,,,CBS-Columbia 301019 209,
4478,Negro lindo,Orquesta Francisco Lomuto,Fernando Díaz,1940-10-18,Buenos Aires,Tango,Francisco Lomuto,Lito Más,,Victor 38115 39557,632
4482,Nelly [b],,Carlos Gardel,1928-12-15,París,Vals,Héctor Bates,Luis Bates,,Odeon 18260 KI-2080/1,6399
4483,Nelly [b],Orquesta Alfredo De Angelis,Carlos Gardel,1973-11-13,Buenos Aires,Vals,Héctor Bates,Luis Bates,,Odeon 8015-B 41020,
4486,Nerón,,Carlos Gardel,1900-01-01,Buenos Aires,Camel-step,"Emilio Iribarne, Mario N. Valdez",Cancio Millán,,Odeon 18083 1572,7081
4489,Ni más ni menos,Orquesta Aníbal Troilo,Ángel Cárdenas,1958-12-23,Buenos Aires,Milonga,Félix Dardo Palorma,Félix Dardo Palorma,,Odeon LDS 748 23759,
4490,Ni triste ni solo,Orquesta Osvaldo Pugliese,Abel Córdoba,1972-05-12,Buenos Aires,Tango,Arturo Penón,Héctor Negro,,Odeon 6897 39354,
4491,Ni tú ni yo,Orquesta Edelmiro D'Amario,Juan Carlos Godoy,1961-08-29,Buenos Aires,Tango,Juan Pomati,Reinaldo Yiso,,Odeon 52733-A 26832,
4492,Nido gaucho,Orquesta Carlos Di Sarli,Alberto Podestá,1942-11-30,Buenos Aires,Tango,Carlos Di Sarli,Héctor Marcó,1942,RCA-Victor 39803 84083,
4493,Nido gaucho,Orquesta Carlos Di Sarli,Mario Pomar,1951-07-16,Buenos Aires,Tango,Carlos Di Sarli,Héctor Marcó,1942,Music Hall 1002-B BA1003/1,
4494,Nido gaucho,Orquesta Carlos Di Sarli,Mario Pomar,1955-09-16,Buenos Aires,Tango,Carlos Di Sarli,Héctor Marcó,1942,RCA-Victor 1A-0600 S4184,
4495,Nido gaucho,Orquesta Miguel Caló,Roberto Rufino,1966-09-20,Buenos Aires,Tango,Carlos Di Sarli,Héctor Marcó,1942,Odeon LDB-114 32791,
4496,Nido gaucho,Orquesta Miguel Caló,Roberto Rufino,1966-09-20,Buenos Aires,Tango,Carlos Di Sarli,Héctor Marcó,1942,Odeon LDB-114 32791,
4498,Niebla,Orquesta Francisco Canaro,Guillermo Rico,1945-08-24,Buenos Aires,Tango,"Francisco Canaro, Mariano Mores",Ivo Pelay,,Odeon 5272 14870,
4500,Niebla del Riachuelo,Orquesta Carlos Figari,Tita Merello,1969-09-24,Buenos Aires,Tango,Juan Carlos Cobián,Enrique Cadícamo,1937,Odeon,
4503,Nieve,,Agustín Magaldi,1936-07-15,Buenos Aires,Canción,Agustín Magaldi,Manuel Ferradás Campos,,VICTOR 37965 93244,1456
4504,Nieve de amor,Orquesta Alfredo De Angelis,Carlos Dante,1945-01-09,Buenos Aires,Tango,"Alberto Talián, Eduardo Talián",Horacio Sanguinetti,1944,Odeon 3782-B 14384,
4505,Ninguna,Orquesta Ángel D'Agostino,Ángel Vargas,1942-12-30,Buenos Aires,Tango,Raúl Fernández Siro,Homero Manzi,1942,RCA-Victor 39817 84222,1936
4506,Ninguna,Orquesta Aníbal Troilo,Roberto Rufino,1963-04-24,Buenos Aires,Tango,Raúl Fernández Siro,Homero Manzi,1942,RCA-Victor AVL-3528 3801,
4507,Ninguna,Orquesta Ricardo Malerba,Orlando Medina,1942-11-19,Buenos Aires,Tango,Raúl Fernández Siro,Homero Manzi,1942,Odeon 5552 12416,
4510,Niño bien,Orquesta Francisco Canaro,Tita Merello,1956-06-14,Buenos Aires,Tango,Juan Antonio Collazo,"Víctor Soliño, Roberto Fontaina",1928,Odeon 61015 21080,1276
4511,No aflojés,Trío Alejandro Scarpino,Ángel Vargas,1954-09-13,Buenos Aires,Tango,"Pedro Maffia, Sebastián Piana",Mario Battistella,1933,RCA-Victor 68-1830 SO-3338,
4512,No aflojés,Orquesta Alfredo De Angelis,Lalo Martel,1959-11-20,Buenos Aires,Tango,"Pedro Maffia, Sebastián Piana",Mario Battistella,1933,Odeon 52702-A 24730,
4513,No aflojés,Orquesta Ángel D'Agostino,Ángel Vargas,1940-11-13,Buenos Aires,Tango,"Pedro Maffia, Sebastián Piana",Mario Battistella,1933,RCA-Victor 39136 39631,
4514,No aflojés,Orquesta Ángel D'Agostino,Rubén Cané,1953-02-02,Buenos Aires,Tango,"Pedro Maffia, Sebastián Piana",Mario Battistella,1933,RCA-Victor 68-0592 SO-0386,
4515,No aflojés,Conjunto Carlos Figari,Tita Merello,1964-12-28,Buenos Aires,Tango,"Pedro Maffia, Sebastián Piana",Mario Battistella,1933,Odeon,
4517,No cantes victoria [b],Sexteto Carlos Di Sarli,Instrumental,1930-06-03,Buenos Aires,Tango,Arturo Bettone,,,RCA-Victor 47410 60287,
4518,No creas,Orquesta Ángel D'Agostino,Ángel Vargas,1943-03-20,Buenos Aires,Tango,Benjamín Holgado Barrio,Luis Castiñeira,,RCA-Victor 60-0037 84269,
4519,No creas,Orquesta José García,Alfredo Rojas,1943-06-22,Buenos Aires,Tango,Benjamín Holgado Barrio,Luis Castiñeira,,Odeon 7411 12865,
4520,No culpes al amor,Orquesta Alfredo De Angelis,Juan Carlos Godoy,1958-04-07,Buenos Aires,Tango,Roberto Caló,Juan Pueblito,,Odeon 52325-A 22948,
4521,No eres igual,Orquesta José Basso,Floreal Ruiz,1958-03-03,Buenos Aires,Tango,Roberto Ortega,Héctor Sategna,,Odeon 51300 22895,
4522,No es más que yo,Orquesta Ángel Vargas dir: Armando Lacava,Ángel Vargas,1951-11-26,Buenos Aires,Tango,Luis Mandarino,Enrique Dizeo,,RCA-Victor 63-0125 94417,
4523,No es más que yo,Orquesta Francisco Rotundo,Enrique Campos,1952-10-23,Buenos Aires,Tango,Luis Mandarino,Enrique Dizeo,,Odeon 55504 18663,
4524,No es más que yo,Orquesta Osvaldo Pugliese,Juan Carlos Cobos,1954-03-17,Buenos Aires,Tango,Luis Mandarino,Enrique Dizeo,,Odeon 55916 19401,
4525,No es por hablar mal!,,Tita Merello,1929-10-18,Buenos Aires,Tango,Enrique Delfino,Manuel Romero,,RCA-Victor 47219,
4527,No esperaba verte más,Orquesta Carlos Di Sarli,Jorge Durán,1946-08-01,Buenos Aires,Tango,Dorita Zárate,Dorita Zárate,,RCA-Victor 60-1011 82261,
4528,No está,Orquesta Carlos Di Sarli,Alberto Podestá,1942-03-30,Buenos Aires,Tango,José Bohr,José Bohr,,RCA-Victor 39565 69636,
4531,No estamos solos,Orquesta José García,Alfredo Rojas,1944-08-09,Buenos Aires,Tango,Hipólito Basilio,Carlos Bahr,,Odeon 7417 14012,
4532,No estamos solos,Orquesta José García,Alfredo Rojas,1944-08-09,Buenos Aires,Tango,Hipólito Basilio,Carlos Bahr,,Odeon 7417 14012,
4533,No estoy solo,Orquesta Alfredo De Angelis,Julián Rosales,1970-08-14,Buenos Aires,Tango,Héctor Bisogno,Domingo Sciaraffia,,Odeon 858-B 37456,
4534,No fue batidor,Cuarteto Enrique Mora,Roberto Campos,1956-09-25,Buenos Aires,Tango,Enrique Mora,Germán Rienda,,Pampa 17121 1957,7108
4535,No fue ninguno de los dos,Orquesta Miguel Caló,Miguel Montero,1966-06-02,Buenos Aires,Tango,Roberto Vallejos,Leopoldo Díaz Vélez,,Odeon SDMO-55591 32424,
4539,No hay palenque en que rascarse,Orquesta Alfredo De Angelis,"Carlos Aguirre, Alberto Cuello",1966-10-31,Buenos Aires,Milonga,Gigí De Angelis,Domingo Zocco,,Odeon 2205-A 32953,
4541,No juegues a la guerra,Orquesta Osvaldo Pugliese,Jorge Maciel,1956-01-31,Buenos Aires,Tango,Osvaldo Pugliese,M. R. Morales Miramonti,,Odeon 51883 20771,
4543,No la maldigas por Dios,Orquesta Carlos Di Sarli,Jorge Durán,1958-07-16,Buenos Aires,Tango,Ernesto Rossi,Jorge Moreira,,RCA-Victor,
4545,No la nombres corazón,Orquesta Ricardo Tanturi,Juan Carlos Godoy,1957-07-10,Buenos Aires,Tango,Vicente Salerno,Juan Bautista Gatti,,RCA-Victor 1A-1331 H2TB226,
4546,No la traigas,Orquesta Alfredo Gobbi,Ángel Díaz,1949-07-25,Buenos Aires,Tango,Héctor Gentile [b],Reinaldo Yiso,,RCA-Victor 60-1819 91351,
4547,No le digas que la quiero,Orquesta Alfredo De Angelis,Carlos Dante,1955-12-13,Buenos Aires,Tango,Enrique Delfino,Alberto Vaccarezza,1924,Odeon 51858-A 20641,
4548,No le digas que la quiero,Orquesta Aníbal Troilo,Francisco Fiorentino,1941-10-23,Buenos Aires,Tango,Enrique Delfino,Alberto Vaccarezza,1924,RCA-Victor 39487 59845,
4549,No le digas que la quiero,Orquesta Rodolfo Biagi,Jorge Ortiz,1940-12-17,Buenos Aires,Tango,Enrique Delfino,Alberto Vaccarezza,1924,Odeon 5619 10925,
4550,No llore viejita,,Carlos Gardel,1930-08-28,Buenos Aires,Tango,José Scarpino,Julio Aparicio,,Odeon 18837 5961,5748
4553,No llores nunca más,Orquesta Francisco Canaro,"Guillermo Rico, Alberto Arenas",1945-09-13,Buenos Aires,Vals,"Francisco Canaro, Mariano Mores",Ivo Pelay,,Odeon 5272 14909,
4554,No matarás,Orquesta Alberto Mancione,Héctor Alvarado,1954-12-09,Buenos Aires,Tango,Juan José Paz,Eugenio Majul,,RCA-Victor 68-1952,
4555,No matarás,Orquesta Carlos Di Sarli,Oscar Serpa,1954-12-07,Buenos Aires,Tango,Juan José Paz,Eugenio Majul,,RCA-Victor 1A-0269 S3609,
4556,No me abandones,Orquesta Alfredo De Angelis,Julio Martel,1945-07-17,Buenos Aires,Tango,Héctor Grané,Justo Ricardo Thompson,,Odeon 3786-B 14779,
4560,No me digas que no,Orquesta Rodolfo Biagi,Hugo Duval,1954-12-29,Buenos Aires,Tango,Agustín Bergoto,Carlos Russo,,Odeon 551659 19899,
4561,No me escribas,Orquesta Osvaldo Pugliese,Alberto Morán,1946-07-31,Buenos Aires,Tango,Agustín Bardi,Juan Andrés Caruso,1927,Odeon 7685 15702,270
4562,No me escribas,Orquesta Ricardo Tanturi,Roberto Videla,1946-07-23,Buenos Aires,Tango,Agustín Bardi,Juan Andrés Caruso,1927,RCA-Victor 60-1001 82242,
4565,No me extraña,Orquesta Pedro Laurenz,Juan Carlos Casas,1940-01-25,Buenos Aires,Tango,"Alberto Celenza, Antonio Romano",Carlos Bahr,,RCA-Victor 38917 38189,
4566,No me hablen de ella,Orquesta Carlos Di Sarli,Jorge Durán,1957-09-30,Buenos Aires,Tango,Ernesto Rossi,Jorge Moreira,,RCA-Victor 1A-2057 T0370,
4567,No me hablen de ella,Orquesta Osvaldo Pugliese,Jorge Maciel,1957-10-25,Buenos Aires,Tango,Ernesto Rossi,Jorge Moreira,,Odeon 52257 22597,
4568,No me importa su amor,Orquesta Alfredo De Angelis,Carlos Dante,1945-01-09,Buenos Aires,Tango,José Dames,Enrique Cadícamo,,Odeon 3781-B 14383,
4570,No me pregunten por qué,Orquesta Carlos Di Sarli,Mario Pomar,1954-07-30,Buenos Aires,Tango,Carlos Di Sarli,Reynaldo Pignataro,1935,RCA-Victor 60-1716 S2648,
4571,No me pregunten por qué,Orquesta Carlos Di Sarli,Jorge Durán,1956-04-26,Buenos Aires,Tango,Carlos Di Sarli,Reynaldo Pignataro,1935,RCA-Victor 1A-0834 S4940,
4572,No me pregunten por qué,Orquesta Héctor Artola,Oscar Alonso,1952-08-18,Buenos Aires,Tango,Carlos Di Sarli,Reynaldo Pignataro,1935,Odeon 56540,
4573,No me pregunten por qué,Orquesta Héctor Artola,Oscar Alonso,1952-08-18,Buenos Aires,Tango,Carlos Di Sarli,Reynaldo Pignataro,1935,Odeon 54540,1161
4574,No me pregunten por qué,,Instrumental,2004-06-05,Estados Unidos,Tango,Carlos Di Sarli,Reynaldo Pignataro,1935,Particular,2384
4575,No me pregunten por qué,Orquesta Osvaldo Pugliese,Abel Córdoba,1972-05-12,Buenos Aires,Tango,Carlos Di Sarli,Reynaldo Pignataro,1935,Odeon 6897 39353,
4578,No me supiste amar,Orquesta Alfredo Gobbi,Tito Landó,1958-07-31,Buenos Aires,Tango,Arturo Gallucci,Enrique Lary,1958,Orfeo 050013 151,
4580,No me tires con la tapa de la olla,,Carlos Gardel,1926-11-26,Buenos Aires,Tango,Antonio Scatasso,Alberto Vaccarezza,,Odeon 18189 4593,3332
4581,No nos veremos más,Orquesta Leopoldo Federico,Julio Sosa,1963-11-07,Buenos Aires,Tango,Luis Stazo,Federico Silva,,CBS-Columbia 8425 3807,
4584,No nos veremos más [b],Orquesta Lucio Demare,Raúl Berón,1943-02-11,Buenos Aires,Vals,Lucio Demare,Alfredo Navarrine,,Odeon 8062 12570,
4585,No nos veremos más [b],Solo de piano de Lucio Demare,Instrumental,1952-06-18,Buenos Aires,Vals,Lucio Demare,Alfredo Navarrine,,CBS-Columbia 301049 699,
4587,No pudo ser,Orquesta José García,Alfredo Rojas,1942-09-17,Buenos Aires,Tango,José García,Mario Battistella,,Odeon 7405 12225,
4588,No pudo ser,Orquesta José García,Alfredo Rojas,1942-09-17,Buenos Aires,Tango,José García,Mario Battistella,,Odeon 7405 12225,
4589,No puede ser [b],Orquesta Rodolfo Biagi,Alberto Lago,1941-12-03,Buenos Aires,Tango,"Juan Carlos Howard, Marcos Larrosa","Julio Jorge Nelson, Marcos Larrosa",,Odeon 5628 11615,
4594,No quiero perderte,Orquesta Osvaldo Pugliese,Alberto Morán,1954-03-17,Buenos Aires,Tango,Enrique Camerano,Alberto Morán,1953,Odeon 55916 19403,272
4595,No quiero verte llorar,Orquesta Osvaldo Fresedo,Roberto Ray,1937-05-12,Buenos Aires,Tango,Agustín Magaldi,Rodolfo Sciammarella,1937,RCA-Victor 38182 93722,1399
4598,No son siete son catorce,Orquesta Miguel Caló,Carlos Barbé,1951-11-27,Buenos Aires,Milonga,Armando Baliotti,Luis Díaz,,Odeon 55448 18280,
4600,No te aguanto más,,Tita Merello,1930-02-12,Buenos Aires,Tango,Adolfo Mondino,Ray Rada,,RCA-Victor 47297,
4601,No te aguanto más,Sexteto Carlos Di Sarli,Instrumental,1929-12-31,Buenos Aires,Tango,Adolfo Mondino,Ray Rada,,RCA-Victor 47282 44942,
4602,No te apures Carablanca,Orquesta Aníbal Troilo,Francisco Fiorentino,1942-09-18,Buenos Aires,Tango,Roberto Garza,Carlos Bahr,1942,RCA-Victor 39744 69937,
4603,No te apures Carablanca,Orquesta Armando Pontier,Julio Sosa,1960-06-28,Buenos Aires,Tango,Roberto Garza,Carlos Bahr,1942,CBS-Columbia 8269 2291,
4604,No te apures Carablanca,Orquesta Lucio Demare,Juan Carlos Miranda,1942-10-09,Buenos Aires,Tango,Roberto Garza,Carlos Bahr,1942,Odeon 8058-A 12287,
4605,No te apures Carablanca,Orquesta Roberto Garza,Ignacio Corsini,1942-10-08,Buenos Aires,Tango,Roberto Garza,Carlos Bahr,1942,,3644
4606,No te apures Carablanca,Orquesta Alberto Di Paulo,Nelly Omar,1983-06-27,Buenos Aires,Tango,Roberto Garza,Carlos Bahr,1942,Magenta 12.001,
4607,No te engañes corazón,Orquesta Florindo Sassone,Jorge Casal,1949-10-04,Buenos Aires,Tango,Rodolfo Sciammarella,Rodolfo Sciammarella,1926,RCA-Victor 60-1847-A 91413,6912
4608,No te hagas curar,,Tita Merello,1930-10-13,Buenos Aires,Tango,José Pérez Roselli,Eduardo Braña,1930,RCA-Victor 47516 BAVE-60456/2,
4609,No te hagas curar,Orquesta Típica Victor,Teófilo Ibáñez,1930-11-06,Buenos Aires,Tango,José Pérez Roselli,Eduardo Braña,1930,RCA-Victor 47522 BAVE-60493/3,
4611,No te hagas la lechuguita,Orquesta Juan D'Arienzo,Armando Laborde,1968-08-27,Buenos Aires,Tango,"Juan Polito, Armando Laborde, Enrique Guerra","Juan Polito, Armando Laborde, Enrique Guerra",,RCA-Victor AVL-3819 RAAN-8233,
4612,No te olvides de mi corazón,Orquesta Miguel Caló,Raúl Iriarte,1945-07-05,Buenos Aires,Vals,Don Fabián,Don Fabián,,Odeon 30003 14746,
4614,No te perdono más,Orquesta Alfredo De Angelis,Julio Martel,1948-07-23,Buenos Aires,Tango,Rodolfo Sciammarella,Rodolfo Sciammarella,1947,Odeon 30415-A 17010,1746
4615,No te perdono más,Orquesta Miguel Caló,Roberto Arrieta,1948-04-27,Buenos Aires,Tango,Rodolfo Sciammarella,Rodolfo Sciammarella,1947,Odeon 30022 16898,
4619,No te vayas mi bien,Orquesta Juan D'Arienzo,Armando Laborde,1954-12-10,Buenos Aires,Tango,"Miguel Bucino, José Citta","Miguel Bucino, José Citta",,RCA-Victor 1A-0339 3622,
4620,No tengo contra,Orquesta Alfredo De Angelis,Instrumental,1962-05-28,Buenos Aires,Tango,"Wenceslao Cinosi, Wellington Cinosi",,,Odeon 1982-B 27926,
4622,No tengo la culpa,Orquesta José Basso,Alfredo Belusi,1960-04-26,Buenos Aires,Tango,Carlos Olmedo,Arturo De La Torre,1960,Odeon 52636 25620,
4624,No tienes corazón,Orquesta Juan D'Arienzo,Armando Laborde,1946-08-26,Buenos Aires,Vals,"Nicolás Vaccaro, Alberto Tavarozzi",Santiago Adamini,,RCA-Victor 60-1030 82304,
4625,No vale la pena [b],Orquesta Miguel Caló,Carlos Dante,1934-10-05,Buenos Aires,Tango,Antonio Helú,Antonio Helú,,Odeon 8350 7836,
4626,No vendrá,Orquesta Ángel D'Agostino,Ángel Vargas,1945-11-02,Buenos Aires,Tango,Enrique Cadícamo,Enrique Cadícamo,1945,RCA-Victor 60-0821 80871,3035
4627,No ves que nos queremos,Orquesta Jorge Caldara,Raúl Ledesma,1957-07-29,Buenos Aires,Tango,Jorge Caldara,Abel Aznar,,RCA-Victor 1A-1346 12-H2TB 0246,6939
4628,No vuelvas María,Orquesta Alfredo De Angelis,"Carlos Dante, Julio Martel",1950-04-19,Buenos Aires,Vals,Juan Larenza,Cátulo Castillo,,Odeon 55095-B 17624,
4629,Nobleza de arrabal [Caruso],Orquesta Alfredo De Angelis,Carlos Dante,1954-12-01,Buenos Aires,Tango,Francisco Canaro,Juan Andrés Caruso,,Odeon 51656-B 19838,
4630,Nobleza de arrabal [Manzi],Orquesta Aníbal Troilo,Instrumental,1970-09-14,Buenos Aires,Tango,Francisco Canaro,Homero Manzi,1946,RCA-Victor AVL-4006 10546,
4631,Nobleza de arrabal [Manzi],Orquesta Carlos Di Sarli,Instrumental,1940-11-23,Buenos Aires,Tango,Francisco Canaro,Homero Manzi,1946,RCA-Victor 39151 39651,
4632,Nobleza de arrabal [Manzi],Orquesta Francisco Canaro,Nelly Omar,1947-10-22,Buenos Aires,Tango,Francisco Canaro,Homero Manzi,1946,Odeon 30127 16767,
4635,Noche callada,Orquesta Alfredo De Angelis,"Carlos Dante, Oscar Larroca",1953-10-06,Buenos Aires,Tango,"Julio De Caro, Cristino Tapia",Eduardo Beccar,,Odeon 55789-A 19168,
4637,Noche de amor,Orquesta Alfredo De Angelis,Instrumental,1970-09-01,Buenos Aires,Tango,"Fernando Franco, Luis Rubistein",,,Odeon 858-B 37495,
4638,Noche de estrellas,Orquesta Típica Victor,Mario Pomar,1939-10-04,Buenos Aires,Vals,José Luis Padula,Enrique Cadícamo,,RCA-Victor 38827 12965,2369
4639,Noche de locura,Orquesta Alfredo De Angelis,Oscar Larroca,1954-11-25,Buenos Aires,Tango,Manuel Sucher,Carlos Bahr,,Odeon 51641-B 19825,
4640,Noche de locura,Orquesta Ángel Vargas dir: Armando Lacava,Ángel Vargas,1954-11-22,Buenos Aires,Tango,Manuel Sucher,Carlos Bahr,,RCA-Victor 68-1972 SO-3640,
4641,Noche de locura,Orquesta Carlos Di Sarli,Oscar Serpa,1955-01-21,Buenos Aires,Tango,Manuel Sucher,Carlos Bahr,,RCA-Victor 1A-0372 S3713,
